GEOID,LST,NDVI,NDBI,z_score,cluster_type
04013105103,53.44628537814347,0.23897309776468284,-0.03620224723227827,-1.6304447233604384,1
04013105501,57.7935707996435,0.1358735882457203,-0.01388792347269001,0.6130231556757799,0
04013105502,56.324165494672194,0.18259309120282222,-0.049680934995266185,-0.145280770421408,0
04013105601,59.18705617457368,0.14753517956044543,0.001073368829946699,1.3321477070800662,0
04013105602,57.6109885198131,0.16316458214051666,-0.022551523987607593,0.5187994182476162,0
04013105701,58.75468024716428,0.17073980894492732,-0.02474921246713275,1.109015013741341,0
04013105702,59.22638908457366,0.14395419306487522,-0.012091099567849687,1.3524459188647298,0
04013106001,56.73065871310111,0.2121979401360334,-0.04447064064086525,0.06449484589334775,0
04013106002,56.166294794697116,0.20997205340797276,-0.05643175480434386,-0.22675180581361432,0
04013106003,57.504562886554986,0.1853129425815898,-0.03629338003243219,0.4638772158682107,0
04013106501,55.471284804271896,0.24002289025020837,-0.07975916750776858,-0.5854199027866994,0
04013106502,54.839887155937625,0.2577612931520968,-0.09676213400438119,-0.9112601008862701,0
04013106701,55.96467164318352,0.15758340704324117,-0.03905355613654091,-0.33080180949032795,0
04013106702,53.84422859112428,0.29639803064108616,-0.10289076944948057,-1.4250814381278676,0
04013106801,57.813432863169204,0.13561905723481676,-0.0110613090395472,0.6232732076532563,0
04013106802,56.55612888961291,0.20899034305986974,-0.03638176280474846,-0.025573326532867847,0
04013107001,57.9502377826685,0.20922721123723584,-0.03511784765028944,0.6938729987488473,0
04013107002,59.29195050673375,0.168424536736898,-0.021665158580250646,1.3862796634798549,0
04013107101,59.60155901326128,0.15243269774697008,-0.012674698119775127,1.5460567823310076,2
04013107102,58.75245323301521,0.15923484973359053,-0.01694721629059999,1.1078657368420397,0
04013107201,56.522734915370236,0.17638130754095302,-0.03531322965108686,-0.042806680523447146,0
04013107202,59.07485261832789,0.164355606413857,-0.015159472052705302,1.2742437394440507,0
04013107401,55.204439826578536,0.2627440778455083,-0.07853132987920287,-0.7231283985704023,0
04013107402,57.4607349190299,0.13001774069454014,-0.017003995520950173,0.44125927666880155,0
